"site_id","stand","trt","year","subplot","pass","count","detect","obs"
"10422 _ 1 _ 2024",10422,"BS",2024,"6","3",0,0,"SLG"
"10422 _ 1 _ 2024",10422,"BS",2024,"7","1",0,0,"JW"
"10422 _ 1 _ 2024",10422,"BS",2024,"7","2",0,0,"RMM"
"10422 _ 1 _ 2024",10422,"BS",2024,"7","3",0,0,"SLG"
"10422 _ 2 _ 2024",10422,"BS",2024,"1","1",0,0,"JW"
"10422 _ 2 _ 2024",10422,"BS",2024,"1","2",0,0,"RMM"
"10422 _ 2 _ 2024",10422,"BS",2024,"1","3",0,0,"SLG"
"10422 _ 2 _ 2024",10422,"BS",2024,"2","1",0,0,"JW"
"10422 _ 2 _ 2024",10422,"BS",2024,"2","2",0,0,"RMM"
"10422 _ 2 _ 2024",10422,"BS",2024,"2","3",0,0,"SLG"
"10422 _ 2 _ 2024",10422,"BS",2024,"3","1",0,0,"JW"
"10422 _ 2 _ 2024",10422,"BS",2024,"3","2",0,0,"RMM"
"10422 _ 2 _ 2024",10422,"BS",2024,"3","3",0,0,"SLG"
"10422 _ 2 _ 2024",10422,"BS",2024,"4","1",0,0,"JW"
"10422 _ 2 _ 2024",10422,"BS",2024,"4","2",0,0,"RMM"
"10422 _ 2 _ 2024",10422,"BS",2024,"4","3",0,0,"SLG"
"10422 _ 2 _ 2024",10422,"BS",2024,"5","1",0,0,"JW"
"10422 _ 2 _ 2024",10422,"BS",2024,"5","2",0,0,"RMM"
"10422 _ 2 _ 2024",10422,"BS",2024,"5","3",0,0,"SLG"
"10422 _ 2 _ 2024",10422,"BS",2024,"6","1",0,0,"JW"
"10422 _ 2 _ 2024",10422,"BS",2024,"6","2",0,0,"RMM"
"10422 _ 2 _ 2024",10422,"BS",2024,"6","3",0,0,"SLG"
"10422 _ 2 _ 2024",10422,"BS",2024,"7","1",0,0,"JW"
"10422 _ 2 _ 2024",10422,"BS",2024,"7","2",0,0,"RMM"
"10422 _ 2 _ 2024",10422,"BS",2024,"7","3",0,0,"SLG"
"10439 _ 1 _ 2023",10439,"UU",2023,"1","1",0,0,"JW"
"10439 _ 1 _ 2023",10439,"UU",2023,"1","2",0,0,"BZ"
"10439 _ 1 _ 2023",10439,"UU",2023,"1","3",0,0,"JB"
"10439 _ 1 _ 2023",10439,"UU",2023,"2","1",0,0,"JB"
"10439 _ 1 _ 2023",10439,"UU",2023,"2","2",0,0,"JW"
"10439 _ 1 _ 2023",10439,"UU",2023,"2","3",0,0,"BZ"
"10439 _ 1 _ 2023",10439,"UU",2023,"3","1",0,0,"JB"
"10439 _ 1 _ 2023",10439,"UU",2023,"3","2",1,1,"JW"
"10439 _ 1 _ 2023",10439,"UU",2023,"3","3",0,0,"BZ"
"10439 _ 1 _ 2023",10439,"UU",2023,"4","1",0,0,"JB"
"10439 _ 1 _ 2023",10439,"UU",2023,"4","2",0,0,"JW"
"10439 _ 1 _ 2023",10439,"UU",2023,"4","3",0,0,"BZ"
"10439 _ 1 _ 2023",10439,"UU",2023,"5","1",0,0,"JB"
"10439 _ 1 _ 2023",10439,"UU",2023,"5","2",0,0,"JW"
"10439 _ 1 _ 2023",10439,"UU",2023,"5","3",0,0,"BZ"
"10439 _ 1 _ 2023",10439,"UU",2023,"6","1",0,0,"BZ"
"10439 _ 1 _ 2023",10439,"UU",2023,"6","2",0,0,"JB"
"10439 _ 1 _ 2023",10439,"UU",2023,"6","3",0,0,"JW"
"10439 _ 1 _ 2023",10439,"UU",2023,"7","1",0,0,"BZ"
"10439 _ 1 _ 2023",10439,"UU",2023,"7","2",0,0,"JB"
"10439 _ 1 _ 2023",10439,"UU",2023,"7","3",0,0,"JW"
"10439 _ 1 _ 2024",10439,"UU",2024,"1","1",0,0,"JW"
"10439 _ 1 _ 2024",10439,"UU",2024,"1","2",0,0,"RMM"
"10439 _ 1 _ 2024",10439,"UU",2024,"1","3",0,0,"SLG"
"10439 _ 1 _ 2024",10439,"UU",2024,"2","1",0,0,"JW"
"10439 _ 1 _ 2024",10439,"UU",2024,"2","2",0,0,"RMM"
"10439 _ 1 _ 2024",10439,"UU",2024,"2","3",0,0,"SLG"
"10439 _ 1 _ 2024",10439,"UU",2024,"3","1",0,0,"JW"
"10439 _ 1 _ 2024",10439,"UU",2024,"3","2",0,0,"RMM"
"10439 _ 1 _ 2024",10439,"UU",2024,"3","3",0,0,"SLG"
"10439 _ 1 _ 2024",10439,"UU",2024,"4","1",0,0,"JW"
"10439 _ 1 _ 2024",10439,"UU",2024,"4","2",0,0,"RMM"
"10439 _ 1 _ 2024",10439,"UU",2024,"4","3",0,0,"SLG"
"10439 _ 1 _ 2024",10439,"UU",2024,"5","1",0,0,"JW"
"10439 _ 1 _ 2024",10439,"UU",2024,"5","2",0,0,"RMM"
"10439 _ 1 _ 2024",10439,"UU",2024,"5","3",0,0,"SLG"
"10439 _ 1 _ 2024",10439,"UU",2024,"6","1",0,0,"RMM"
"10439 _ 1 _ 2024",10439,"UU",2024,"6","2",1,1,"JW"
"10439 _ 1 _ 2024",10439,"UU",2024,"6","3",0,0,"SLG"
"10439 _ 1 _ 2024",10439,"UU",2024,"7","1",0,0,"SLG"
"10439 _ 1 _ 2024",10439,"UU",2024,"7","2",1,1,"JW"
"10439 _ 1 _ 2024",10439,"UU",2024,"7","3",2,1,"RMM"
"10444 _ 1 _ 2023",10444,"HU",2023,"1","1",0,0,"JB"
"10444 _ 1 _ 2023",10444,"HU",2023,"1","2",0,0,"JW"
"10444 _ 1 _ 2023",10444,"HU",2023,"1","3",0,0,"BZ"
"10444 _ 1 _ 2023",10444,"HU",2023,"2","1",0,0,"JB"
"10444 _ 1 _ 2023",10444,"HU",2023,"2","2",0,0,"JW"
"10444 _ 1 _ 2023",10444,"HU",2023,"2","3",0,0,"BZ"
"10444 _ 1 _ 2023",10444,"HU",2023,"3","1",0,0,"JW"
"10444 _ 1 _ 2023",10444,"HU",2023,"3","2",0,0,"JB"
"10444 _ 1 _ 2023",10444,"HU",2023,"3","3",0,0,"BZ"
"10444 _ 1 _ 2023",10444,"HU",2023,"4","1",0,0,"BZ"
"10444 _ 1 _ 2023",10444,"HU",2023,"4","2",0,0,"JB"
"10444 _ 1 _ 2023",10444,"HU",2023,"4","3",0,0,"JW"
"10444 _ 1 _ 2023",10444,"HU",2023,"5","1",0,0,"BZ"
"10444 _ 1 _ 2023",10444,"HU",2023,"5","2",0,0,"JB"
"10444 _ 1 _ 2023",10444,"HU",2023,"5","3",0,0,"JW"
"10444 _ 1 _ 2023",10444,"HU",2023,"6","1",0,0,"BZ"
"10444 _ 1 _ 2023",10444,"HU",2023,"6","2",0,0,"JB"
"10444 _ 1 _ 2023",10444,"HU",2023,"6","3",0,0,"JW"
"10444 _ 1 _ 2023",10444,"HU",2023,"7","1",0,0,"JW"
"10444 _ 1 _ 2023",10444,"HU",2023,"7","2",0,0,"JB"
"10444 _ 1 _ 2023",10444,"HU",2023,"7","3",0,0,"BZ"
"10444 _ 1 _ 2024",10444,"HU",2024,"1","1",0,0,"LS"
"10444 _ 1 _ 2024",10444,"HU",2024,"1","2",0,0,"JW"
"10444 _ 1 _ 2024",10444,"HU",2024,"1","3",0,0,"RMM"
"10444 _ 1 _ 2024",10444,"HU",2024,"2","1",0,0,"JW"
"10444 _ 1 _ 2024",10444,"HU",2024,"2","2",0,0,"RMM"
"10444 _ 1 _ 2024",10444,"HU",2024,"2","3",0,0,"SLG"
"10444 _ 1 _ 2024",10444,"HU",2024,"3","1",0,0,"JW"
"10444 _ 1 _ 2024",10444,"HU",2024,"3","2",0,0,"RMM"
"10444 _ 1 _ 2024",10444,"HU",2024,"3","3",0,0,"SLG"
"10444 _ 1 _ 2024",10444,"HU",2024,"4","1",0,0,"JW"
"10444 _ 1 _ 2024",10444,"HU",2024,"4","2",0,0,"RMM"
"10444 _ 1 _ 2024",10444,"HU",2024,"4","3",0,0,"SLG"
"10444 _ 1 _ 2024",10444,"HU",2024,"5","1",0,0,"JW"
"10444 _ 1 _ 2024",10444,"HU",2024,"5","2",0,0,"RMM"
"10444 _ 1 _ 2024",10444,"HU",2024,"5","3",0,0,"SLG"
"10444 _ 1 _ 2024",10444,"HU",2024,"6","1",0,0,"JW"
"10444 _ 1 _ 2024",10444,"HU",2024,"6","2",0,0,"RMM"
"10444 _ 1 _ 2024",10444,"HU",2024,"6","3",0,0,"SLG"
"10444 _ 1 _ 2024",10444,"HU",2024,"7","1",0,0,"RMM"
"10444 _ 1 _ 2024",10444,"HU",2024,"7","2",0,0,"SLG"
"10444 _ 1 _ 2024",10444,"HU",2024,"7","3",0,0,"JW"
"10463 _ 1 _ 2024",10463,"BS",2024,"1","1",0,0,"JW"
"10463 _ 1 _ 2024",10463,"BS",2024,"1","2",0,0,"RMM"
"10463 _ 1 _ 2024",10463,"BS",2024,"1","3",0,0,"SLG"
"10463 _ 1 _ 2024",10463,"BS",2024,"2","1",0,0,"JW"
"10463 _ 1 _ 2024",10463,"BS",2024,"2","2",0,0,"RMM"
"10463 _ 1 _ 2024",10463,"BS",2024,"2","3",0,0,"SLG"
"10463 _ 1 _ 2024",10463,"BS",2024,"3","1",0,0,"JW"
"10463 _ 1 _ 2024",10463,"BS",2024,"3","2",0,0,"RMM"
"10463 _ 1 _ 2024",10463,"BS",2024,"3","3",0,0,"SLG"
"10463 _ 1 _ 2024",10463,"BS",2024,"4","1",0,0,"JW"
"10463 _ 1 _ 2024",10463,"BS",2024,"4","2",0,0,"RMM"
"10463 _ 1 _ 2024",10463,"BS",2024,"4","3",0,0,"SLG"
"10463 _ 1 _ 2024",10463,"BS",2024,"5","1",0,0,"JW"
"10463 _ 1 _ 2024",10463,"BS",2024,"5","2",0,0,"RMM"
"10463 _ 1 _ 2024",10463,"BS",2024,"5","3",0,0,"SLG"
"10463 _ 1 _ 2024",10463,"BS",2024,"6","1",0,0,"JW"
"10463 _ 1 _ 2024",10463,"BS",2024,"6","2",0,0,"RMM"
"10463 _ 1 _ 2024",10463,"BS",2024,"6","3",0,0,"SLG"
"10463 _ 1 _ 2024",10463,"BS",2024,"7","1",0,0,"JW"
"10463 _ 1 _ 2024",10463,"BS",2024,"7","2",0,0,"RMM"
"10463 _ 1 _ 2024",10463,"BS",2024,"7","3",0,0,"SLG"
"10467 _ 1 _ 2023",10467,"HB",2023,"1","1",0,0,"JB"
"10467 _ 1 _ 2023",10467,"HB",2023,"1","2",0,0,"BZ"
"10467 _ 1 _ 2023",10467,"HB",2023,"1","3",0,0,"JW"
"10467 _ 1 _ 2023",10467,"HB",2023,"2","1",0,0,"BZ"
"10467 _ 1 _ 2023",10467,"HB",2023,"2","2",0,0,"JW"
"10467 _ 1 _ 2023",10467,"HB",2023,"2","3",0,0,"JB"
"10467 _ 1 _ 2023",10467,"HB",2023,"3","1",0,0,"BZ"
"10467 _ 1 _ 2023",10467,"HB",2023,"3","2",0,0,"JB"
"10467 _ 1 _ 2023",10467,"HB",2023,"3","3",0,0,"JW"
"10467 _ 1 _ 2023",10467,"HB",2023,"4","1",0,0,"JB"
"10467 _ 1 _ 2023",10467,"HB",2023,"4","2",0,0,"JW"
"10467 _ 1 _ 2023",10467,"HB",2023,"4","3",0,0,"BZ"
"10467 _ 1 _ 2023",10467,"HB",2023,"5","1",0,0,"JW"
"10467 _ 1 _ 2023",10467,"HB",2023,"5","2",0,0,"JB"
"10467 _ 1 _ 2023",10467,"HB",2023,"5","3",0,0,"BZ"
"10467 _ 1 _ 2023",10467,"HB",2023,"6","1",0,0,"JB"
"10467 _ 1 _ 2023",10467,"HB",2023,"6","2",0,0,"JW"
"10467 _ 1 _ 2023",10467,"HB",2023,"6","3",0,0,"BZ"
"10467 _ 1 _ 2023",10467,"HB",2023,"7","1",0,0,"JW"
"10467 _ 1 _ 2023",10467,"HB",2023,"7","2",0,0,"JB"
"10467 _ 1 _ 2023",10467,"HB",2023,"7","3",0,0,"BZ"
"10467 _ 1 _ 2024",10467,"HB",2024,"1","1",0,0,"JW"
"10467 _ 1 _ 2024",10467,"HB",2024,"1","2",0,0,"SLG"
"10467 _ 1 _ 2024",10467,"HB",2024,"1","3",0,0,"RMM"
"10467 _ 1 _ 2024",10467,"HB",2024,"2","1",0,0,"JW"
"10467 _ 1 _ 2024",10467,"HB",2024,"2","2",0,0,"RMM"
"10467 _ 1 _ 2024",10467,"HB",2024,"2","3",0,0,"SLG"
"10467 _ 1 _ 2024",10467,"HB",2024,"3","1",0,0,"JW"
"10467 _ 1 _ 2024",10467,"HB",2024,"3","2",0,0,"RMM"
"10467 _ 1 _ 2024",10467,"HB",2024,"3","3",0,0,"SLG"
"10467 _ 1 _ 2024",10467,"HB",2024,"4","1",0,0,"JW"
"10467 _ 1 _ 2024",10467,"HB",2024,"4","2",0,0,"RMM"
"10467 _ 1 _ 2024",10467,"HB",2024,"4","3",0,0,"SLG"
"10467 _ 1 _ 2024",10467,"HB",2024,"5","1",0,0,"JW"
"10467 _ 1 _ 2024",10467,"HB",2024,"5","2",0,0,"RMM"
"10467 _ 1 _ 2024",10467,"HB",2024,"5","3",0,0,"SLG"
"10467 _ 1 _ 2024",10467,"HB",2024,"6","1",0,0,"JW"
"10467 _ 1 _ 2024",10467,"HB",2024,"6","2",0,0,"RMM"
"10467 _ 1 _ 2024",10467,"HB",2024,"6","3",0,0,"SLG"
"10467 _ 1 _ 2024",10467,"HB",2024,"7","1",0,0,"JW"
"10467 _ 1 _ 2024",10467,"HB",2024,"7","2",0,0,"RMM"
"10467 _ 1 _ 2024",10467,"HB",2024,"7","3",0,0,"SLG"
"10471 _ 1 _ 2024",10471,"BS",2024,"1","1",0,0,"JW"
"10471 _ 1 _ 2024",10471,"BS",2024,"1","2",0,0,"RMM"
"10471 _ 1 _ 2024",10471,"BS",2024,"1","3",0,0,"SLG"
"10471 _ 1 _ 2024",10471,"BS",2024,"2","1",0,0,"JW"
"10471 _ 1 _ 2024",10471,"BS",2024,"2","2",0,0,"RMM"
"10471 _ 1 _ 2024",10471,"BS",2024,"2","3",0,0,"SLG"
"10471 _ 1 _ 2024",10471,"BS",2024,"3","1",0,0,"JW"
"10471 _ 1 _ 2024",10471,"BS",2024,"3","2",0,0,"RMM"
"10471 _ 1 _ 2024",10471,"BS",2024,"3","3",0,0,"SLG"
"10471 _ 1 _ 2024",10471,"BS",2024,"4","1",0,0,"JW"
"10471 _ 1 _ 2024",10471,"BS",2024,"4","2",0,0,"RMM"
"10471 _ 1 _ 2024",10471,"BS",2024,"4","3",0,0,"SLG"
"10471 _ 1 _ 2024",10471,"BS",2024,"5","1",0,0,"JW"
"10471 _ 1 _ 2024",10471,"BS",2024,"5","2",0,0,"RMM"
"10471 _ 1 _ 2024",10471,"BS",2024,"5","3",0,0,"SLG"
"10471 _ 1 _ 2024",10471,"BS",2024,"6","1",0,0,"JW"
"10471 _ 1 _ 2024",10471,"BS",2024,"6","2",0,0,"RMM"
"10471 _ 1 _ 2024",10471,"BS",2024,"6","3",0,0,"SLG"
"10471 _ 1 _ 2024",10471,"BS",2024,"7","1",0,0,"JW"
"10471 _ 1 _ 2024",10471,"BS",2024,"7","2",0,0,"RMM"
"10471 _ 1 _ 2024",10471,"BS",2024,"7","3",0,0,"SLG"
"10471 _ 2 _ 2024",10471,"BS",2024,"1","1",0,0,"JW"
"10471 _ 2 _ 2024",10471,"BS",2024,"1","2",0,0,"RMM"
"10471 _ 2 _ 2024",10471,"BS",2024,"1","3",0,0,"SLG"
"10471 _ 2 _ 2024",10471,"BS",2024,"2","1",0,0,"JW"
"10471 _ 2 _ 2024",10471,"BS",2024,"2","2",0,0,"RMM"
"10471 _ 2 _ 2024",10471,"BS",2024,"2","3",0,0,"SLG"
"10471 _ 2 _ 2024",10471,"BS",2024,"3","1",0,0,"JW"
"10471 _ 2 _ 2024",10471,"BS",2024,"3","2",0,0,"RMM"
"10471 _ 2 _ 2024",10471,"BS",2024,"3","3",0,0,"SLG"
"10471 _ 2 _ 2024",10471,"BS",2024,"4","1",0,0,"JW"
"10471 _ 2 _ 2024",10471,"BS",2024,"4","2",0,0,"RMM"
"10471 _ 2 _ 2024",10471,"BS",2024,"4","3",0,0,"SLG"
"10471 _ 2 _ 2024",10471,"BS",2024,"5","1",0,0,"JW"
"10471 _ 2 _ 2024",10471,"BS",2024,"5","2",0,0,"RMM"
"10471 _ 2 _ 2024",10471,"BS",2024,"5","3",0,0,"SLG"
"10471 _ 2 _ 2024",10471,"BS",2024,"6","1",0,0,"JW"
"10471 _ 2 _ 2024",10471,"BS",2024,"6","2",0,0,"RMM"
"10471 _ 2 _ 2024",10471,"BS",2024,"6","3",0,0,"SLG"
"10471 _ 2 _ 2024",10471,"BS",2024,"7","1",0,0,"SLG"
"10471 _ 2 _ 2024",10471,"BS",2024,"7","2",0,0,"JW"
"10471 _ 2 _ 2024",10471,"BS",2024,"7","3",0,0,"RMM"
"10488 _ 1 _ 2023",10488,"HB",2023,"1","1",0,0,"JB"
"10488 _ 1 _ 2023",10488,"HB",2023,"1","2",0,0,"BZ"
"10488 _ 1 _ 2023",10488,"HB",2023,"1","3",0,0,"JW"
"10488 _ 1 _ 2023",10488,"HB",2023,"2","1",0,0,"BZ"
"10488 _ 1 _ 2023",10488,"HB",2023,"2","2",0,0,"JB"
"10488 _ 1 _ 2023",10488,"HB",2023,"2","3",0,0,"JW"
"10488 _ 1 _ 2023",10488,"HB",2023,"3","1",0,0,"BZ"
"10488 _ 1 _ 2023",10488,"HB",2023,"3","2",0,0,"JB"
"10488 _ 1 _ 2023",10488,"HB",2023,"3","3",0,0,"JW"
"10488 _ 1 _ 2023",10488,"HB",2023,"4","1",0,0,"BZ"
"10488 _ 1 _ 2023",10488,"HB",2023,"4","2",0,0,"JB"
"10488 _ 1 _ 2023",10488,"HB",2023,"4","3",0,0,"JW"
"10488 _ 1 _ 2023",10488,"HB",2023,"5","1",0,0,"BZ"
"10488 _ 1 _ 2023",10488,"HB",2023,"5","2",0,0,"JB"
"10488 _ 1 _ 2023",10488,"HB",2023,"5","3",0,0,"JW"
"10488 _ 1 _ 2023",10488,"HB",2023,"6","1",0,0,"BZ"
"10488 _ 1 _ 2023",10488,"HB",2023,"6","2",0,0,"JB"
"10488 _ 1 _ 2023",10488,"HB",2023,"6","3",0,0,"JW"
"10488 _ 1 _ 2023",10488,"HB",2023,"7","1",0,0,"BZ"
"10488 _ 1 _ 2023",10488,"HB",2023,"7","2",0,0,"JB"
"10488 _ 1 _ 2023",10488,"HB",2023,"7","3",0,0,"JW"
"10498 _ 1 _ 2023",10498,"HB",2023,"1","1",0,0,"BZ"
"10498 _ 1 _ 2023",10498,"HB",2023,"1","2",0,0,"JB"
"10498 _ 1 _ 2023",10498,"HB",2023,"1","3",0,0,"JW"
"10498 _ 1 _ 2023",10498,"HB",2023,"2","1",0,0,"BZ"
"10498 _ 1 _ 2023",10498,"HB",2023,"2","2",0,0,"JB"
"10498 _ 1 _ 2023",10498,"HB",2023,"2","3",0,0,"JW"
"10498 _ 1 _ 2023",10498,"HB",2023,"3","1",0,0,"JW"
"10498 _ 1 _ 2023",10498,"HB",2023,"3","2",0,0,"BZ"
"10498 _ 1 _ 2023",10498,"HB",2023,"3","3",0,0,"JB"
"10498 _ 1 _ 2023",10498,"HB",2023,"4","1",0,0,"JW"
"10498 _ 1 _ 2023",10498,"HB",2023,"4","2",0,0,"BZ"
"10498 _ 1 _ 2023",10498,"HB",2023,"4","3",0,0,"JB"
"10498 _ 1 _ 2023",10498,"HB",2023,"5","1",0,0,"JW"
"10498 _ 1 _ 2023",10498,"HB",2023,"5","2",0,0,"BZ"
"10498 _ 1 _ 2023",10498,"HB",2023,"5","3",0,0,"JB"
"10498 _ 1 _ 2023",10498,"HB",2023,"6","1",0,0,"JB"
"10498 _ 1 _ 2023",10498,"HB",2023,"6","2",0,0,"JW"
"10498 _ 1 _ 2023",10498,"HB",2023,"6","3",0,0,"BZ"
"10498 _ 1 _ 2023",10498,"HB",2023,"7","1",0,0,"JB"
"10498 _ 1 _ 2023",10498,"HB",2023,"7","2",0,0,"JW"
"10498 _ 1 _ 2023",10498,"HB",2023,"7","3",0,0,"BZ"
"10506 _ 1 _ 2023",10506,"BS",2023,"1","1",0,0,"JB"
"10506 _ 1 _ 2023",10506,"BS",2023,"1","2",0,0,"JW"
"10506 _ 1 _ 2023",10506,"BS",2023,"1","3",0,0,"BZ"
"10506 _ 1 _ 2023",10506,"BS",2023,"2","1",0,0,"JB"
"10506 _ 1 _ 2023",10506,"BS",2023,"2","2",0,0,"JW"
"10506 _ 1 _ 2023",10506,"BS",2023,"2","3",0,0,"BZ"
"10506 _ 1 _ 2023",10506,"BS",2023,"3","1",0,0,"JB"
"10506 _ 1 _ 2023",10506,"BS",2023,"3","2",0,0,"JW"
"10506 _ 1 _ 2023",10506,"BS",2023,"3","3",0,0,"BZ"
"10506 _ 1 _ 2023",10506,"BS",2023,"4","1",0,0,"JB"
"10506 _ 1 _ 2023",10506,"BS",2023,"4","2",0,0,"JW"
"10506 _ 1 _ 2023",10506,"BS",2023,"4","3",0,0,"BZ"
"10506 _ 1 _ 2023",10506,"BS",2023,"5","1",0,0,"JW"
"10506 _ 1 _ 2023",10506,"BS",2023,"5","2",0,0,"JB"
"10506 _ 1 _ 2023",10506,"BS",2023,"5","3",0,0,"BZ"
"10506 _ 1 _ 2023",10506,"BS",2023,"6","1",0,0,"JW"
"10506 _ 1 _ 2023",10506,"BS",2023,"6","2",0,0,"JB"
"10506 _ 1 _ 2023",10506,"BS",2023,"6","3",0,0,"BZ"
"10506 _ 1 _ 2023",10506,"BS",2023,"7","1",0,0,"JW"
"10506 _ 1 _ 2023",10506,"BS",2023,"7","2",0,0,"JB"
"10506 _ 1 _ 2023",10506,"BS",2023,"7","3",0,0,"BZ"
"10506 _ 1 _ 2024",10506,"BS",2024,"1","1",0,0,"JW"
"10506 _ 1 _ 2024",10506,"BS",2024,"1","2",0,0,"RMM"
"10506 _ 1 _ 2024",10506,"BS",2024,"1","3",0,0,"SLG"
"10506 _ 1 _ 2024",10506,"BS",2024,"2","1",0,0,"JW"
"10506 _ 1 _ 2024",10506,"BS",2024,"2","2",0,0,"SLG"
"10506 _ 1 _ 2024",10506,"BS",2024,"2","3",0,0,"RMM"
"10506 _ 1 _ 2024",10506,"BS",2024,"3","1",0,0,"JW"
"10506 _ 1 _ 2024",10506,"BS",2024,"3","2",0,0,"SLG"
"10506 _ 1 _ 2024",10506,"BS",2024,"3","3",0,0,"RMM"
"10506 _ 1 _ 2024",10506,"BS",2024,"4","1",0,0,"JW"
"10506 _ 1 _ 2024",10506,"BS",2024,"4","2",0,0,"RMM"
"10506 _ 1 _ 2024",10506,"BS",2024,"4","3",0,0,"SLG"
"10506 _ 1 _ 2024",10506,"BS",2024,"5","1",0,0,"JW"
"10506 _ 1 _ 2024",10506,"BS",2024,"5","2",0,0,"RMM"
"10506 _ 1 _ 2024",10506,"BS",2024,"5","3",0,0,"SLG"
"10506 _ 1 _ 2024",10506,"BS",2024,"6","1",0,0,"JW"
"10506 _ 1 _ 2024",10506,"BS",2024,"6","2",0,0,"RMM"
"10506 _ 1 _ 2024",10506,"BS",2024,"6","3",0,0,"SLG"
"10506 _ 1 _ 2024",10506,"BS",2024,"7","1",0,0,"JW"
"10506 _ 1 _ 2024",10506,"BS",2024,"7","2",0,0,"RMM"
"10506 _ 1 _ 2024",10506,"BS",2024,"7","3",0,0,"SLG"
"10550 _ 1 _ 2023",10550,"BS",2023,"1","1",0,0,"JB"
"10550 _ 1 _ 2023",10550,"BS",2023,"1","2",0,0,"JW"
"10550 _ 1 _ 2023",10550,"BS",2023,"1","3",0,0,"BZ"
"10550 _ 1 _ 2023",10550,"BS",2023,"2","1",0,0,"BZ"
"10550 _ 1 _ 2023",10550,"BS",2023,"2","2",0,0,"JB"
"10550 _ 1 _ 2023",10550,"BS",2023,"2","3",0,0,"JW"
"10550 _ 1 _ 2023",10550,"BS",2023,"3","1",0,0,"JW"
"10550 _ 1 _ 2023",10550,"BS",2023,"3","2",0,0,"BZ"
"10550 _ 1 _ 2023",10550,"BS",2023,"3","3",0,0,"JB"
"10550 _ 1 _ 2023",10550,"BS",2023,"4","1",0,0,"JB"
"10550 _ 1 _ 2023",10550,"BS",2023,"4","2",0,0,"JW"
"10550 _ 1 _ 2023",10550,"BS",2023,"4","3",0,0,"BZ"
"10550 _ 1 _ 2023",10550,"BS",2023,"5","1",0,0,"JW"
"10550 _ 1 _ 2023",10550,"BS",2023,"5","2",0,0,"BZ"
"10550 _ 1 _ 2023",10550,"BS",2023,"5","3",0,0,"JB"
"10550 _ 1 _ 2023",10550,"BS",2023,"6","1",0,0,"JW"
"10550 _ 1 _ 2023",10550,"BS",2023,"6","2",0,0,"BZ"
"10550 _ 1 _ 2023",10550,"BS",2023,"6","3",0,0,"JB"
"10550 _ 1 _ 2023",10550,"BS",2023,"7","1",0,0,"BZ"
"10550 _ 1 _ 2023",10550,"BS",2023,"7","2",0,0,"JB"
"10550 _ 1 _ 2023",10550,"BS",2023,"7","3",0,0,"JW"
"10553 _ 1 _ 2023",10553,"HB",2023,"1","1",0,0,"JW"
"10553 _ 1 _ 2023",10553,"HB",2023,"1","2",0,0,"JB"
"10553 _ 1 _ 2023",10553,"HB",2023,"1","3",0,0,"BZ"
"10553 _ 1 _ 2023",10553,"HB",2023,"2","1",0,0,"JW"
"10553 _ 1 _ 2023",10553,"HB",2023,"2","2",0,0,"BZ"
"10553 _ 1 _ 2023",10553,"HB",2023,"2","3",0,0,"JB"
"10553 _ 1 _ 2023",10553,"HB",2023,"3","1",0,0,"JB"
"10553 _ 1 _ 2023",10553,"HB",2023,"3","2",0,0,"JW"
"10553 _ 1 _ 2023",10553,"HB",2023,"3","3",0,0,"BZ"
"10553 _ 1 _ 2023",10553,"HB",2023,"4","1",0,0,"JB"
"10553 _ 1 _ 2023",10553,"HB",2023,"4","2",0,0,"JW"
"10553 _ 1 _ 2023",10553,"HB",2023,"4","3",0,0,"BZ"
"10553 _ 1 _ 2023",10553,"HB",2023,"5","1",0,0,"BZ"
"10553 _ 1 _ 2023",10553,"HB",2023,"5","2",0,0,"JB"
"10553 _ 1 _ 2023",10553,"HB",2023,"5","3",0,0,"JW"
"10553 _ 1 _ 2023",10553,"HB",2023,"6","1",0,0,"BZ"
"10553 _ 1 _ 2023",10553,"HB",2023,"6","2",0,0,"JB"
"10553 _ 1 _ 2023",10553,"HB",2023,"6","3",0,0,"JW"
"10553 _ 1 _ 2023",10553,"HB",2023,"7","1",0,0,"BZ"
"10553 _ 1 _ 2023",10553,"HB",2023,"7","2",0,0,"JB"
"10553 _ 1 _ 2023",10553,"HB",2023,"7","3",0,0,"JW"
"10597 _ 1 _ 2023",10597,"HB",2023,"1","1",0,0,"JB"
"10597 _ 1 _ 2023",10597,"HB",2023,"1","2",0,0,"JW"
"10597 _ 1 _ 2023",10597,"HB",2023,"1","3",0,0,"BZ"
"10597 _ 1 _ 2023",10597,"HB",2023,"2","1",0,0,"JB"
"10597 _ 1 _ 2023",10597,"HB",2023,"2","2",0,0,"JW"
"10597 _ 1 _ 2023",10597,"HB",2023,"2","3",0,0,"BZ"
"10597 _ 1 _ 2023",10597,"HB",2023,"3","1",0,0,"JW"
"10597 _ 1 _ 2023",10597,"HB",2023,"3","2",0,0,"BZ"
"10597 _ 1 _ 2023",10597,"HB",2023,"3","3",0,0,"JB"
"10597 _ 1 _ 2023",10597,"HB",2023,"4","1",0,0,"JW"
"10597 _ 1 _ 2023",10597,"HB",2023,"4","2",0,0,"BZ"
"10597 _ 1 _ 2023",10597,"HB",2023,"4","3",0,0,"JB"
"10597 _ 1 _ 2023",10597,"HB",2023,"5","1",0,0,"JW"
